County,State,Year,Number of Incidents,Total Killed,Total Injured,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
Whatcom, WA,2016,6,1,2,48.7335,-122.487,,,,,,,
White, AR,2016,6,3,1,35.269,-91.6785,,,,,,,
Winona, MN,2016,6,2,2,44.0292,-91.666,,,,,,,
Wood, WI,2016,6,4,2,44.2212,-89.764,,,,,,,
Wood, WV,2016,6,3,2,39.2339,-81.5418,,,,,,,
Yazoo, MS,2016,6,5,2,32.8629,-90.3966,,,,,,,
Allegan, MI,2016,5,1,3,42.5134,-85.8965,,,,,,,
Allendale, SC,2016,5,2,1,33.0086,-81.3158,,,,,,,
Arlington, VA,2016,5,1,2,38.8604,-77.094,,,,,,,
Athens, OH,2016,5,1,2,39.383,-82.2771,,,,,,,
Bertie, NC,2016,5,4,2,35.9153,-76.9081,,,,,,,
Blair, PA,2016,5,1,1,40.3178,-78.3955,,,,,,,
Butts, GA,2016,5,6,4,34.106,-83.5869,,,,,,,
Calaveras, CA,2016,5,2,1,38.4016,-120.508,,,,,,,
Cape May, NJ,2016,5,0,1,39.0446,-74.8696,,,,,,,
Cass, MI,2016,5,0,0,41.7989,-86.0744,,,,,,,
Cayuga, NY,2016,5,2,1,42.9202,-76.5606,,,,,,,
Chambers, AL,2016,5,2,3,32.7031,-85.2941,,,,,,,
Chester, SC,2016,5,0,4,34.7135,-81.1773,,,,,,,
Chickasaw, MS,2016,5,0,5,33.9305,-89.0755,,,,,,,
Cowlitz, WA,2016,5,4,3,45.9398,-122.641,,,,,,,
Crawford, KS,2016,5,0,0,37.3892,-94.707,,,,,,,
Cross, AR,2016,5,3,2,35.2666,-90.5607,,,,,,,
DeKalb, IL,2016,5,2,3,41.9329,-88.7411,,,,,,,
Douglas, OR,2016,5,2,3,43.5286,-123.325,,,,,,,
Drew, AR,2016,5,3,6,33.6262,-91.793,,,,,,,
Dubois, IN,2016,5,1,1,38.2898,-86.947,,,,,,,
El Dorado, CA,2016,5,1,1,38.9469,-119.961,,,,,,,
Fayette, IA,2016,5,4,0,42.959,-91.8156,,,,,,,
Fayette, WV,2016,5,1,3,37.954,-81.2532,,,,,,,
Franklin, VT,2016,5,1,1,44.8123,-73.0847,,,,,,,
Genesee, NY,2016,5,0,2,42.9759,-77.9831,,,,,,,
Grant, NM,2016,5,4,0,32.7714,-108.154,,,,,,,
Greene, PA,2016,5,4,0,39.8803,-79.9263,,,,,,,
Gulf, FL,2016,5,0,0,29.9101,-85.3733,,,,,,,
Halifax, VA,2016,5,2,7,36.6329,-78.7705,,,,,,,
Henry, IN,2016,5,1,3,39.8445,-85.5261,,,,,,,
Howard, TX,2016,5,1,2,32.2334,-101.473,,,,,,,
Jackson, OH,2016,5,2,2,38.9464,-82.7695,,,,,,,
Jessamine, KY,2016,5,0,3,37.8763,-84.5744,,,,,,,
Jim Wells, TX,2016,5,2,2,27.99,-98.0583,,,,,,,
Kodiak Island, AK,2016,5,1,0,57.805,-152.383,,,,,,,
Lawrence, AR,2016,5,1,1,36.0665,-90.9622,,,,,,,
Liberty, GA,2016,5,4,2,32.0833,-93.5048,,,,,,,
Lincoln, NC,2016,5,2,3,35.4805,-81.1761,,,,,,,
Logan, WV,2016,5,2,0,37.688,-81.8737,,,,,,,
Marathon, WI,2016,5,1,2,44.8823,-89.6284,,,,,,,
McHenry, IL,2016,5,0,1,42.292,-88.4307,,,,,,,
McPherson, KS,2016,5,4,0,38.3693,-97.6642,,,,,,,
Merrimack, NH,2016,5,0,0,43.2238,-71.4902,,,,,,,
Midland, TX,2016,5,2,1,32.0249,-102.1137,,,,,,,
Montrose, CO,2016,5,1,1,38.4992,-107.898,,,,,,,
Morris, NJ,2016,5,0,4,40.8722,-74.7436,,,,,,,
Muhlenberg, KY,2016,5,1,2,37.0855,-86.9668,,,,,,,
Newton, GA,2016,5,2,2,33.615,-83.8333,,,,,,,
Nez Perce, ID,2016,5,0,2,46.3712,-116.965,,,,,,,
Otter Tail, MN,2016,5,1,3,46.2812,-95.7141,,,,,,,
Parker, TX,2016,5,3,3,32.9354,-97.6298,,,,,,,
Paulding, GA,2016,5,4,3,33.9812,-84.8021,,,,,,,
Pike, AL,2016,5,1,2,31.8266,-85.9606,,,,,,,
Pike, KY,2016,5,6,0,37.3297,-82.6311,,,,,,,
Platte, NE,2016,5,2,0,41.443,-97.3592,,,,,,,
Prince of Wales-Hyder, AK,2016,5,0,2,55.555,-133.097,,,,,,,
Reno, KS,2016,5,1,2,38.0573,-97.7504,,,,,,,
Ripley, IN,2016,5,2,1,39.2209,-85.066,,,,,,,
Rockdale, GA,2016,5,1,2,33.5919,-84.0177,,,,,,,
Salem, VA,2016,5,0,1,37.2908,-80.0751,,,,,,,
San Patricio, TX,2016,5,3,1,27.8956,-97.1509,,,,,,,
Sandusky, OH,2016,5,2,2,41.3666,-83.1319,,,,,,,
Scioto, OH,2016,5,5,3,38.9048,-82.8889,,,,,,,
Scott, MN,2016,5,1,2,44.7721,-93.4142,,,,,,,
Seneca, NY,2016,5,0,0,42.9059,-76.8768,,,,,,,
Sheboygan, WI,2016,5,1,1,43.7178,-87.7103,,,,,,,
Smyth, VA,2016,5,2,1,36.9018,-81.6272,,,,,,,
Spalding, GA,2016,5,1,1,33.275,-84.2745,,,,,,,
St. Charles, LA,2016,5,1,2,29.9523,-90.3787,,,,,,,
Stephenson, IL,2016,5,0,6,42.2914,-89.6212,,,,,,,
Tallapoosa, AL,2016,5,3,7,32.7419,-85.757,,,,,,,
Tishomingo, MS,2016,5,2,6,34.7543,-88.1406,,,,,,,
Venango, PA,2016,5,3,3,40.9667,-75.527,,,,,,,
Wagoner, OK,2016,5,2,2,35.9497,-95.6365,,,,,,,
Walla Walla, WA,2016,5,1,1,46.0607,-118.343,,,,,,,
Washington, GA,2016,5,1,5,32.9835,-82.789,,,,,,,
Whitman, WA,2016,5,0,2,46.7365,-117.185,,,,,,,
Wicomico, MD,2016,5,2,2,38.3731,-75.5788,,,,,,,
Wilson, NC,2016,5,8,0,35.7507,-77.9494,,,,,,,
Wood, OH,2016,5,1,1,41.1565,-81.1223,,,,,,,
Armstrong, PA,2016,4,2,1,40.5233,-79.6237,,,,,,,
Attala, MS,2016,4,2,4,33.066,-89.5903,,,,,,,
Bacon, GA,2016,4,0,3,31.5321,-82.4792,,,,,,,
Barbour, WV,2016,4,1,3,39.2212,-80.0206,,,,,,,
Barnwell, SC,2016,4,3,1,33.3749,-81.2714,,,,,,,
Barron, WI,2016,4,4,1,45.5036,-91.734,,,,,,,
Beaufort, NC,2016,4,1,3,35.5442,-77.0369,,,,,,,
Bedford, VA,2016,4,0,0,37.2469,-79.6473,,,,,,,
Bonner, ID,2016,4,0,1,48.2804,-116.556,,,,,,,
Burke, NC,2016,4,1,3,35.7179,-81.4717,,,,,,,
Butler, MO,2016,4,2,0,36.7672,-90.4245,,,,,,,
Carlton, MN,2016,4,2,2,46.5345,-92.6323,,,,,,,
Carroll, GA,2016,4,3,1,33.5808,-85.1039,,,,,,,
Carson City, NV,2016,4,2,0,39.1815,-119.747,,,,,,,
Cass, IN,2016,4,1,2,40.7623,-86.3508,,,,,,,
Cass, MO,2016,4,4,2,38.8246,-94.4982,,,,,,,
Chenango, NY,2016,4,1,0,42.6242,-75.3316,,,,,,,
Chilton, AL,2016,4,1,2,32.8516,-86.6511,,,,,,,
Chisago, MN,2016,4,0,4,45.4309,-92.7968,,,,,,,
Clallam, WA,2016,4,1,2,48.099,-123.386,,,,,,,
Clermont, OH,2016,4,3,0,38.9546,-84.2424,,,,,,,
Clinton, IN,2016,4,1,2,40.421,-86.597,,,,,,,
Copiah, MS,2016,4,1,2,31.975,-90.3625,,,,,,,
Coshocton, OH,2016,4,0,3,40.2683,-81.8623,,,,,,,
Crisp, GA,2016,4,2,5,31.9509,-83.783,,,,,,,
Crittenden, AR,2016,4,3,4,35.1433,-90.1688,,,,,,,
Darke, OH,2016,4,0,2,40.1077,-84.621,,,,,,,
Daviess, IN,2016,4,0,1,38.6596,-87.2051,,,,,,,
De Soto, LA,2016,4,1,3,32.0409,-93.6816,,,,,,,
Delaware, OH,2016,4,2,2,40.4127,-82.954,,,,,,,
Dodge, WI,2016,4,3,0,43.3152,-88.8438,,,,,,,
Emanuel, GA,2016,4,3,2,32.6111,-82.3283,,,,,,,
Finney, KS,2016,4,1,1,37.9693,-100.889,,,,,,,
Franklin, FL,2016,4,1,0,29.7252,-84.9889,,,,,,,
Franklin, WA,2016,4,1,2,46.2602,-119.142,,,,,,,
Fremont, WY,2016,4,4,0,43.5736,-109.817,,,,,,,
Fulton, IN,2016,4,1,1,41.065,-86.2272,,,,,,,
Grand Traverse, MI,2016,4,1,2,44.5737,-85.5345,,,,,,,
Grant, IN,2016,4,3,2,40.5435,-85.6744,,,,,,,
Haines, AK,2016,4,1,2,59.1856,-135.406,,,,,,,
Hamilton, IN,2016,4,0,2,40.1207,-86.0223,,,,,,,
Hancock, ME,2016,4,0,1,44.4752,-68.3065,,,,,,,
Harvey, KS,2016,4,4,17,38.0478,-97.3358,,,,,,,
Hempstead, AR,2016,4,3,1,33.6812,-93.5864,,,,,,,
Henry, TN,2016,4,0,2,36.2994,-88.336,,,,,,,
Hoke, NC,2016,4,2,2,34.9846,-79.1826,,,,,,,
Howard, MD,2016,4,1,2,39.2356,-76.8681,,,,,,,
Hughes, SD,2016,4,0,1,44.3861,-100.334,,,,,,,
Hunt, TX,2016,4,2,2,33.1422,-96.1102,,,,,,,
Indiana, PA,2016,4,4,1,40.6155,-79.1664,,,,,,,
Kandiyohi, MN,2016,4,0,1,45.1088,-95.0514,,,,,,,
Ketchikan Gateway, AK,2016,4,1,0,55.3554,-131.711,,,,,,,
Kitsap, WA,2016,4,0,1,47.5675,-122.624,,,,,,,
Knox, IL,2016,4,1,5,40.9348,-90.3975,,,,,,,
Liberty, TX,2016,4,2,1,29.9785,-94.9502,,,,,,,
Lincoln, MS,2016,4,2,1,31.6266,-90.5501,,,,,,,
Lincoln, NM,2016,4,3,1,33.5392,-105.5983,,,,,,,
Livingston, NY,2016,4,1,1,42.589,-77.8846,,,,,,,
Lynn, TX,2016,4,4,1,29.2439,-98.2943,,,,,,,
Macon, NC,2016,4,1,3,35.2129,-83.3576,,,,,,,
Madison, FL,2016,4,1,1,30.5181,-83.4226,,,,,,,
Madison, NE,2016,4,0,1,42.035,-97.421,,,,,,,
Marengo, AL,2016,4,0,0,32.5185,-87.8328,,,,,,,
Marion, OH,2016,4,0,1,40.5792,-82.9974,,,,,,,
Marshall, MS,2016,4,4,0,34.7699,-89.4486,,,,,,,
McClain, OK,2016,4,3,1,34.9924,-97.3689,,,,,,,
McIntosh, OK,2016,4,4,3,35.2875,-95.5888,,,,,,,
McKean, PA,2016,4,2,0,41.8578,-78.2417,,,,,,,
Mecosta, MI,2016,4,0,2,43.7598,-85.4994,,,,,,,
Miami, IN,2016,4,1,1,40.7385,-86.0521,,,,,,,
Midland, MI,2016,4,2,3,43.6139,-84.2414,,,,,,,
Monroe, TN,2016,4,2,2,35.5199,-84.3613,,,,,,,
Montgomery, MS,2016,4,6,2,33.4761,-89.7283,,,,,,,
Navajo, AZ,2016,4,6,0,34.5215,-110.039,,,,,,,
Obion, TN,2016,4,0,3,36.4876,-88.8737,,,,,,,
Oktibbeha, MS,2016,4,2,0,33.4748,-88.8103,,,,,,,
Orange, TX,2016,4,2,2,30.092,-93.7473,,,,,,,
Orleans, NY,2016,4,0,0,43.243,-78.1792,,,,,,,
Panola, MS,2016,4,4,3,34.2409,-89.9433,,,,,,,
Perry, AL,2016,4,1,1,34.1602,-87.9984,,,,,,,
Perry, PA,2016,4,1,2,40.3952,-77.0277,,,,,,,
Pettis, MO,2016,4,0,4,38.7051,-93.2249,,,,,,,
Pontotoc, OK,2016,4,1,2,34.7796,-96.6718,,,,,,,
Preston, WV,2016,4,0,1,39.3884,-79.8528,,,,,,,
Pulaski, VA,2016,4,2,2,37.0396,-80.7803,,,,,,,
Rabun, GA,2016,4,1,1,33.5973,-84.4361,,,,,,,
Randolph, IN,2016,4,0,0,40.2374,-84.9181,,,,,,,
Rice, MN,2016,4,5,1,44.269,-93.273,,,,,,,
Sabine, LA,2016,4,1,0,31.5235,-93.5497,,,,,,,
Saratoga, NY,2016,4,0,0,43.1408,-73.6387,,,,,,,
Sauk, WI,2016,4,1,1,43.5291,-90.0066,,,,,,,
Seneca, OH,2016,4,0,3,41.1819,-83.421,,,,,,,
Shawano, WI,2016,4,0,1,44.7746,-88.6013,,,,,,,
St. Francois, MO,2016,4,0,4,37.7557,-90.4875,,,,,,,
St. John the Baptist, LA,2016,4,1,1,30.061,-90.5388,,,,,,,
Stanly, NC,2016,4,1,2,35.3346,-80.2242,,,,,,,
Starr, TX,2016,4,5,0,26.3748,-98.799,,,,,,,
Stephens, GA,2016,4,3,0,34.6061,-83.3532,,,,,,,
Tioga, PA,2016,4,2,2,41.9868,-76.9396,,,,,,,
Tipton, TN,2016,4,0,1,35.4671,-89.7004,,,,,,,
Trinity, TX,2016,4,2,2,30.9081,-95.3583,,,,,,,
Union, LA,2016,4,0,1,32.9017,-92.2498,,,,,,,
Valdez-Cordova, AK,2016,4,1,0,61.1048,-146.217,,,,,,,
Vermilion, LA,2016,4,1,3,29.979,-92.119,,,,,,,
Vernon, MO,2016,4,1,0,37.8507,-94.3493,,,,,,,
Walker, GA,2016,4,1,2,34.9847,-85.2691,,,,,,,
Walton, GA,2016,4,1,1,32.9534,-83.8166,,,,,,,
Walworth, WI,2016,4,3,0,42.6431,-88.5374,,,,,,,
Warrick, IN,2016,4,1,2,38.0521,-87.2768,,,,,,,
Washington, MS,2016,4,4,0,33.389,-91.0535,,,,,,,
Washington, NC,2016,4,0,7,35.8638,-76.7299,,,,,,,
Woodford, KY,2016,4,1,1,38.0547,-84.7467,,,,,,,
Yolo, CA,2016,4,2,0,38.6757,-121.792,,,,,,,
York, NE,2016,4,1,0,40.8684,-97.59,,,,,,,
Abbeville, SC,2016,3,1,1,34.1932,-82.4099,,,,,,,
Adair, OK,2016,3,2,0,35.8141,-94.6342,,,,,,,
Allegany, NY,2016,3,0,0,42.0769,-77.8758,,,,,,,
Allen, KY,2016,3,3,1,36.7466,-86.1869,,,,,,,
Anoka, MN,2016,3,2,1,45.0464,-93.109,,,,,,,
Antrim, MI,2016,3,0,0,45.0777,-85.2334,,,,,,,
Aroostook, ME,2016,3,1,0,46.8634,-68.0026,,,,,,,
Avoyelles, LA,2016,3,1,3,31.1357,-92.0564,,,,,,,
Baker, OR,2016,3,0,2,44.7854,-117.825,,,,,,,
Bandera, TX,2016,3,0,3,29.6484,-98.9864,,,,,,,
Banks, GA,2016,3,0,3,34.2567,-83.567,,,,,,,
Barnes, ND,2016,3,1,0,46.9251,-98.0056,,,,,,,
Bayfield, WI,2016,3,4,0,46.4472,-90.9766,,,,,,,
Bedford, TN,2016,3,1,0,35.4879,-86.4375,,,,,,,
Bell, KY,2016,3,2,1,36.7668,-83.7073,,,,,,,
Belmont, OH,2016,3,1,2,40.1034,-80.7167,,,,,,,
Benton, MO,2016,3,2,2,38.2509,-93.3584,,,,,,,
Bingham, ID,2016,3,0,0,43.2836,-112.295,,,,,,,
Blount, AL,2016,3,3,5,33.9477,-86.448,,,,,,,
Blue Earth, MN,2016,3,3,0,44.1658,-93.9727,,,,,,,
Bourbon, KY,2016,3,1,2,38.215,-84.2606,,,,,,,
Boyle, KY,2016,3,1,0,37.6207,-84.7772,,,,,,,
Bristol, VA,2016,3,1,1,36.6006,-82.1763,,,,,,,
Brown, TX,2016,3,2,0,31.831,-98.7886,,,,,,,
Buena Vista, IA,2016,3,0,1,42.9842,-95.2108,,,,,,,
Bullock, AL,2016,3,2,1,32.1448,-85.7023,,,,,,,
Butler, KS,2016,3,2,2,37.8103,-96.6197,,,,,,,
Caddo, OK,2016,3,3,0,35.076,-98.2475,,,,,,,
Calhoun, MS,2016,3,2,1,33.9886,-89.3593,,,,,,,
Calhoun, SC,2016,3,2,2,33.7496,-80.8776,,,,,,,
Camden, GA,2016,3,1,1,30.7892,-81.6042,,,,,,,
Campbell, VA,2016,3,1,1,37.3426,-78.9863,,,,,,,
Campbell, WY,2016,3,3,0,44.2739,-105.502,,,,,,,
Carver, MN,2016,3,0,0,44.9053,-93.7801,,,,,,,
Caswell, NC,2016,3,1,3,36.4246,-79.3563,,,,,,,
Cattaraugus, NY,2016,3,1,1,42.0814,-78.4406,,,,,,,
Centre, PA,2016,3,0,0,40.7904,-77.8498,,,,,,,
Charles Mix, SD,2016,3,0,1,43.1518,-98.5142,,,,,,,
Chatham, NC,2016,3,0,1,35.7225,-79.4453,,,,,,,
Cheatham, TN,2016,3,1,0,36.3949,-87.037,,,,,,,
Cherokee, AL,2016,3,2,0,34.1886,-85.7624,,,,,,,
Cheshire, NH,2016,3,0,0,42.9172,-72.2575,,,,,,,
Chester, TN,2016,3,1,1,35.4509,-88.6276,,,,,,,
Chesterfield, SC,2016,3,1,0,34.8008,-80.0311,,,,,,,
Chicot, AR,2016,3,1,2,33.1239,-91.2595,,,,,,,
Choctaw, OK,2016,3,1,2,34.0202,-95.2675,,,,,,,
Chowan, NC,2016,3,1,4,36.058,-76.6008,,,,,,,
Christian, MO,2016,3,0,1,37.0016,-93.0841,,,,,,,
Clay, TX,2016,3,3,0,33.5576,-98.1394,,,,,,,
Cleburne, AL,2016,3,0,1,33.637,-85.5307,,,,,,,
Clinton, IA,2016,3,0,1,41.8226,-90.2163,,,,,,,
Coahoma, MS,2016,3,2,2,34.2026,-90.5756,,,,,,,
Columbia, NY,2016,3,0,2,42.2558,-73.7916,,,,,,,
Columbia, OR,2016,3,0,1,45.8594,-122.842,,,,,,,
Columbiana, OH,2016,3,2,2,40.9021,-80.853,,,,,,,
Covington, AL,2016,3,0,0,31.2681,-86.486,,,,,,,
Cowley, KS,2016,3,0,1,37.2347,-96.9825,,,,,,,
Dallas, MO,2016,3,3,0,37.6491,-93.0921,,,,,,,
Dawson, NE,2016,3,0,1,40.7065,-100.2155,,,,,,,
De Witt, IL,2016,3,1,0,40.1453,-88.9558,,,,,,,
Dewey, SD,2016,3,0,0,44.9962,-101.235,,,,,,,
Dickson, TN,2016,3,2,1,36.1724,-87.3479,,,,,,,
Dodge, NE,2016,3,0,2,41.4382,-96.4912,,,,,,,
Douglas, WA,2016,3,1,1,47.4395,-120.303,,,,,,,
Duchesne, UT,2016,3,3,0,40.3593,-110.291,,,,,,,
Duplin, NC,2016,3,3,0,34.8078,-78.0438,,,,,,,
Fauquier, VA,2016,3,1,1,38.7072,-77.8145,,,,,,,
Floyd, IA,2016,3,0,0,43.076,-92.6712,,,,,,,
Fluvanna, VA,2016,3,0,1,37.9234,-78.3216,,,,,,,
Forsyth, NC,2016,3,0,3,36.083,-80.064,,,,,,,
Franklin, IN,2016,3,1,2,39.3212,-84.9731,,,,,,,
Franklin, NC,2016,3,3,1,36.1257,-78.3044,,,,,,,
Fulton, NY,2016,3,1,0,43.0522,-74.3358,,,,,,,
Garvin, OK,2016,3,0,3,34.6444,-97.1595,,,,,,,
Geneva, AL,2016,3,1,1,31.0553,-85.9112,,,,,,,
Gladwin, MI,2016,3,0,3,43.8865,-84.4258,,,,,,,
Glenn, CA,2016,3,0,2,39.5206,-122.191,,,,,,,
Gordon, GA,2016,3,2,1,34.5505,-84.9359,,,,,,,
Grainger, TN,2016,3,0,2,36.2733,-83.2815,,,,,,,
Grant, OR,2016,3,0,0,44.4135,-119.16,,,,,,,
Granville, NC,2016,3,1,3,36.3184,-78.6673,,,,,,,
Gray, TX,2016,3,2,1,35.5358,-100.988,,,,,,,
Greenbrier, WV,2016,3,1,0,37.778,-80.4539,,,,,,,
Greene, AL,2016,3,2,7,32.9097,-87.8622,,,,,,,
Greene, NC,2016,3,1,3,35.445,-77.5773,,,,,,,
Habersham, GA,2016,3,2,1,33.0425,-83.2299,,,,,,,
Hale, TX,2016,3,0,3,34.1922,-101.722,,,,,,,
Hancock, OH,2016,3,1,1,41.0557,-83.6457,,,,,,,
Hardeman, TN,2016,3,5,0,35.2555,-88.9977,,,,,,,
Harrisonburg, VA,2016,3,1,0,38.4504,-78.8683,,,,,,,
Hart, KY,2016,3,4,0,37.1793,-85.9002,,,,,,,
Haskell, OK,2016,3,2,1,35.2589,-95.5046,,,,,,,
Haywood, NC,2016,3,1,2,35.5423,-82.9366,,,,,,,
Hendry, FL,2016,3,1,7,26.7053,-81.0132,,,,,,,
Henry, VA,2016,3,1,1,36.7067,-79.9493,,,,,,,
Herkimer, NY,2016,3,2,1,43.0091,-75.0408,,,,,,,
Hertford, NC,2016,3,4,4,36.2659,-76.9665,,,,,,,
Highland, OH,2016,3,2,1,39.197,-83.5996,,,,,,,
Hillsdale, MI,2016,3,0,0,41.9273,-84.5726,,,,,,,
Holmes, MS,2016,3,0,3,33.1618,-90.2655,,,,,,,
Houghton, MI,2016,3,1,0,47.2384,-88.4352,,,,,,,
Houston, TX,2016,3,0,0,31.325,-95.4518,,,,,,,
Howard, MO,2016,3,1,0,39.2153,-92.8389,,,,,,,
Ionia, MI,2016,3,2,0,42.8672,-84.9101,,,,,,,
Iroquois, IL,2016,3,1,0,40.7685,-87.99,,,,,,,
Jasper, IA,2016,3,2,2,41.6997,-93.0486,,,,,,,
Jefferson, ID,2016,3,0,2,43.6744,-111.922,,,,,,,
Jefferson, OR,2016,3,0,4,44.6341,-121.13,,,,,,,
Jefferson, TN,2016,3,2,2,36.0987,-83.4438,,,,,,,
Kerr, TX,2016,3,5,1,30.0869,-99.1984,,,,,,,
Lake and Peninsula, AK,2016,3,2,0,59.6133,-155.276,,,,,,,
Lampasas, TX,2016,3,0,1,31.2235,-98.4018,,,,,,,
Langlade, WI,2016,3,1,3,45.1329,-89.1762,,,,,,,
Lapeer, MI,2016,3,3,0,43.1299,-83.3672,,,,,,,
LaSalle, IL,2016,3,0,1,41.0981,-88.8304,,,,,,,
Lawrence, MO,2016,3,1,0,36.9695,-93.72,,,,,,,
Lee, IA,2016,3,3,1,40.4117,-91.4021,,,,,,,
Lee, IL,2016,3,0,1,41.839,-89.4925,,,,,,,
Lewis, WV,2016,3,1,0,39.064,-80.5489,,,,,,,
Lincoln, MO,2016,3,0,2,39.0244,-91.2018,,,,,,,
Lincoln, OK,2016,3,1,5,35.7037,-96.8835,,,,,,,
Lincoln, OR,2016,3,0,2,44.6368,-124.053,,,,,,,
Macoupin, IL,2016,3,0,3,39.437,-89.8029,,,,,,,
Malheur, OR,2016,3,0,1,44.0234,-116.967,,,,,,,
Marion, MO,2016,3,1,4,39.7163,-91.3679,,,,,,,
Marion, MS,2016,3,0,1,31.2525,-89.8354,,,,,,,
Marquette, MI,2016,3,2,0,46.2912,-87.4372,,,,,,,
Marshall, IA,2016,3,0,3,41.9237,-93.1878,,,,,,,
Marshall, KY,2016,3,1,0,37.6047,-86.0033,,,,,,,
Mason, WA,2016,3,5,0,47.5033,-122.931,,,,,,,
Massac, IL,2016,3,2,1,37.1578,-88.7297,,,,,,,
Matagorda, TX,2016,3,0,0,28.9704,-96.1595,,,,,,,
McCurtain, OK,2016,3,2,2,34.044,-94.7467,,,,,,,
McDuffie, GA,2016,3,3,0,33.4639,-82.4956,,,,,,,
Medina, OH,2016,3,0,0,41.1438,-81.8504,,,,,,,
Metcalfe, KY,2016,3,2,1,36.9842,-85.619,,,,,,,
Miller, GA,2016,3,0,0,31.1804,-83.8055,,,,,,,
Mingo, WV,2016,3,1,3,37.6297,-81.9229,,,,,,,
Minidoka, ID,2016,3,2,1,42.6178,-113.675,,,,,,,
Mississippi, MO,2016,3,2,1,36.9156,-89.3538,,,,,,,
Mitchell, GA,2016,3,2,1,31.1345,-84.1628,,,,,,,
Montgomery, IA,2016,3,0,0,40.9528,-94.9835,,,,,,,
Montgomery, NY,2016,3,0,0,42.9423,-74.1943,,,,,,,
Montgomery, VA,2016,3,1,0,37.1245,-80.4007,,,,,,,
Morgan, GA,2016,3,2,1,33.5157,-83.5008,,,,,,,
Morgan, IL,2016,3,0,1,37.8939,-88.9182,,,,,,,
Morgan, IN,2016,3,1,1,39.5431,-86.3709,,,,,,,
Morrison, MN,2016,3,1,0,45.8516,-93.8689,,,,,,,
Navarro, TX,2016,3,0,3,32.0846,-96.4738,,,,,,,
Newton, MO,2016,3,1,1,36.8687,-94.3964,,,,,,,
Noxubee, MS,2016,3,3,1,33.1106,-88.5603,,,,,,,
Orange, VT,2016,3,2,0,44.1475,-72.0427,,,,,,,
Osage, OK,2016,3,0,0,36.3511,-95.9992,,,,,,,
Otero, NM,2016,3,2,2,32.9157,-105.958,,,,,,,
Otsego, NY,2016,3,0,0,42.6969,-74.9311,,,,,,,
Ottawa, OH,2016,3,1,1,41.5303,-83.4148,,,,,,,
Ottawa, OK,2016,3,1,2,36.8792,-94.8895,,,,,,,
Ouachita, AR,2016,3,1,2,33.659,-92.7974,,,,,,,
Paulding, OH,2016,3,4,0,41.1347,-84.5746,,,,,,,
Pearl River, MS,2016,3,1,2,30.4838,-89.6912,,,,,,,
Pembina, ND,2016,3,0,3,48.9399,-97.557,,,,,,,
Phillips, AR,2016,3,1,2,34.5297,-90.6,,,,,,,
Pickens, GA,2016,3,1,1,34.3808,-84.4271,,,,,,,
Pierce, WI,2016,3,0,1,44.7661,-92.1673,,,,,,,
Polk, MN,2016,3,0,1,47.5657,-95.7315,,,,,,,
Portage, WI,2016,3,1,0,44.6171,-89.256,,,,,,,
Pottawatomie, OK,2016,3,0,1,35.3379,-96.8951,,,,,,,
Powell, KY,2016,3,2,0,37.7611,-83.7498,,,,,,,
Preble, OH,2016,3,1,1,39.7439,-84.6228,,,,,,,
Prentiss, MS,2016,3,0,1,34.6684,-88.4469,,,,,,,
Putnam, TN,2016,3,1,1,36.1805,-85.4974,,,,,,,
Putnam, WV,2016,3,1,1,38.4117,-81.9714,,,,,,,
Randolph, MO,2016,3,1,0,39.4227,-92.4478,,,,,,,
Rappahannock, VA,2016,3,1,3,36.6026,-82.1174,,,,,,,
Richland, ND,2016,3,0,2,46.4478,-96.7288,,,,,,,
Rockwall, TX,2016,3,1,0,32.9651,-96.3427,,,,,,,
Rowan, KY,2016,3,2,1,38.1619,-83.2214,,,,,,,
San Jacinto, TX,2016,3,0,0,30.4832,-94.9921,,,,,,,
Sawyer, WI,2016,3,2,1,46.0404,-91.2225,,,,,,,
Scott, TN,2016,3,2,2,36.384,-84.442,,,,,,,
Seward, KS,2016,3,2,4,37.0323,-100.924,,,,,,,
Sharp, AR,2016,3,0,1,35.944,-91.5433,,,,,,,
Shelby, IN,2016,3,0,1,39.5228,-85.7732,,,,,,,
Shelby, OH,2016,3,0,1,40.395,-84.1769,,,,,,,
Siskiyou, CA,2016,3,2,1,41.6472,-122.52,,,,,,,
Snyder, PA,2016,3,0,1,40.7015,-76.9147,,,,,,,
Somerset, MD,2016,3,1,0,38.2066,-75.6943,,,,,,,
St. Clair, AL,2016,3,2,0,33.6141,-86.2978,,,,,,,
Sullivan, NH,2016,3,1,0,43.3798,-72.3537,,,,,,,
Suwannee, FL,2016,3,1,1,30.2923,-82.9947,,,,,,,
Tooele, UT,2016,3,1,0,40.5494,-112.298,,,,,,,
Trinity, CA,2016,3,2,1,40.7395,-123.443,,,,,,,
Tuolumne, CA,2016,3,0,0,37.9794,-120.392,,,,,,,
Tuscarawas, OH,2016,3,0,2,40.2723,-81.606,,,,,,,
Union, AR,2016,3,3,1,33.195,-92.6502,,,,,,,
Van Buren, MI,2016,3,0,0,42.2079,-85.8076,,,,,,,
Vernon, LA,2016,3,1,0,31.1282,-93.2463,,,,,,,
Wapello, IA,2016,3,1,2,41.0068,-92.3788,,,,,,,
