County,State,Year,Number of Incidents,Total Killed,Total Injured,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
Muscogee, GA,2017,186,43,105,32.5038,-84.9504,198647,33.7,43239,24604,41295,20.7881317,4.4007712
Douglas, NE,2017,185,31,108,41.2878,-95.9496,549706,34.3,58640,32023,72562,13.200147,2.3947346
Lancaster, NE,2017,184,1,27,40.84,-96.7199,306357,33.2,55747,29901,40887,13.3461941,2.1912344
Lucas, OH,2017,184,36,143,41.6763,-83.5395,433404,37.9,44820,27111,83744,19.3223874,4.2415391
Lee, FL,2017,182,40,66,26.6168,-81.7147,700165,47.8,52052,30233,102539,14.6449765,3.119836
Ramsey, MN,2017,176,25,76,45.0137,-93.0257,537893,34.8,60301,32544,78410,14.5772486,3.0295988
Horry, SC,2017,170,21,66,33.835,-79.065,310186,44.4,46475,25804,51863,16.719968,3.4134358
San Diego, CA,2017,170,64,78,32.8267,-116.925,3283665,35.4,70588,34350,427031,13.0047066,3.555722
Richland, SC,2017,169,43,104,34.0039,-81.0067,404869,33,52082,28018,62671,15.4793279,3.9301601
Sedgwick, KS,2017,169,34,104,37.7047,-97.3357,510484,35,52841,27583,73900,14.4764576,2.8335854
Bronx, NY,2017,166,48,140,40.8105,-73.9286,1455846,33.6,36593,19721,422197,29.000114,5.3513215
Providence, RI,2017,164,11,74,41.8655,-71.3733,633704,37.3,52530,29025,101489,16.0152058,3.9916112
Mahoning, OH,2017,162,22,46,41.0695,-80.6526,231857,43.5,43251,25901,39616,17.0863938,3.9882341
Monroe, NY,2017,161,22,126,43.1618,-77.5933,748680,38.6,55272,31291,107481,14.3560667,3.461559
Chatham, GA,2017,160,35,120,32.0406,-81.1111,285506,34.9,52215,28765,47119,16.5036812,4.432131
Broward, FL,2017,157,70,80,26.1965,-80.2521,1890416,40.1,54895,30109,262306,13.8755702,4.0763514
Hamilton, TN,2017,157,31,127,35.0211,-85.2193,354589,39.5,50273,29711,50043,14.1129589,2.9625849
Contra Costa, CA,2017,153,45,51,37.9252,-122.349,1123678,39.2,88456,42898,108630,9.6673602,3.5374903
Bristol, MA,2017,152,8,27,41.6342,-70.9227,557016,40.9,62514,32406,65842,11.8204863,3.7273615
Denver, CO,2017,143,47,82,39.735,-104.986,678467,34.4,60098,38991,100611,14.8291663,2.6086751
Guilford, NC,2017,142,60,101,36.0578,-79.8281,517197,37.2,49253,28582,83981,16.2377199,3.3613884
Montgomery, AL,2017,142,50,92,32.3415,-86.1959,227120,35.9,46545,26712,45863,20.1932899,3.6733885
Hartford, CT,2017,141,27,55,41.7582,-72.6931,897417,40.4,69936,37817,97996,10.9197842,3.9436516
Marion, FL,2017,141,19,49,29.2077,-82.1872,343778,48.5,41964,23598,58762,17.0930077,3.4522279
Newport News, VA,2017,141,24,88,37.1336,-76.5199,180775,33.2,51082,26028,28194,15.5961831,3.6653298
Norfolk, VA,2017,140,40,115,36.8913,-76.2458,245752,30.4,47137,26670,46251,18.8201927,3.9389303
Onondaga, NY,2017,139,19,94,43.018,-76.1417,467669,38.8,57271,31436,67057,14.33856,3.2614948
Durham, NC,2017,138,33,112,35.9813,-78.867,300865,35,56393,33151,47237,15.7003972,3.1592242
Allen, IN,2017,136,42,65,41.0291,-85.0896,367747,35.7,51091,26932,53204,14.4675551,3.2283064
Kane, IL,2017,136,12,50,42.1205,-88.2503,529402,36.6,74862,33486,54558,10.3055901,3.282005
Boone, MO,2017,134,15,43,38.88,-92.2582,174589,30.6,52005,28495,30979,17.7439587,2.4302791
Bibb, GA,2017,132,27,102,32.8357,-83.6371,153923,36,38183,23426,39473,25.6446405,4.5568239
Minnehaha, SD,2017,132,5,5,43.5511,-96.6354,183660,34.7,57322,29551,19599,10.6713492,1.9644996
Shawnee, KS,2017,132,22,56,39.0211,-95.6508,178392,38.9,54667,28584,22898,12.8357774,2.7024754
Salt Lake, UT,2017,130,38,73,40.5398,-111.887,1106700,32.4,67922,30134,114135,10.313093,2.2776724
Plymouth, MA,2017,129,5,32,42.077,-71.0357,509114,42.6,82081,39247,39748,7.8072887,3.2976897
Volusia, FL,2017,129,23,54,29.1228,-81.027,518660,46.4,43838,25871,81729,15.7577218,2.9387267
Summit, OH,2017,126,38,64,41.0812,-81.5619,541318,40.8,53291,30803,72232,13.3437277,3.3418434
Dauphin, PA,2017,125,25,64,40.264,-76.8666,273329,39.6,57071,31152,35516,12.9938645,2.9799253
Humboldt, CA,2017,125,8,18,40.6572,-124.212,135490,37.7,43718,25208,27481,20.2826777,4.3176618
Worcester, MA,2017,123,0,34,42.2535,-71.7973,818249,40.1,69313,34691,87858,10.7373183,3.2620877
Orange, CA,2017,122,46,61,33.7258,-117.859,3155816,37.5,81851,37603,378459,11.9924292,3.0432383
Polk, IA,2017,121,19,64,41.604,-93.659,467235,35.2,63530,33524,53570,11.4653226,2.6590474
Passaic, NJ,2017,119,19,74,40.926,-74.1703,510563,36.7,63339,29393,85639,16.7734442,2.9700546
DeKalb, GA,2017,117,71,59,33.7135,-84.2647,736066,35.5,55876,32110,127299,17.2945089,4.629612
New Haven, CT,2017,117,16,67,41.5402,-72.7895,862127,40.1,64872,35085,100732,11.6841254,4.1034558
Travis, TX,2017,117,37,61,30.4382,-97.6376,1176584,33.6,68350,38820,159948,13.5942695,2.5571485
Jefferson, LA,2017,113,32,83,30.011,-90.2551,437038,39,50868,28839,70702,16.1775406,3.0015697
Anchorage, AK,2017,112,29,44,61.189,-149.726,298225,33.1,82271,38977,23510,7.8833096,3.1499707
Santa Clara, CA,2017,112,41,45,37.2955,-121.832,1911226,37,106761,48689,162525,8.5037039,3.0459506
Greenville, SC,2017,111,33,48,34.7738,-82.394,490332,38,53739,29132,64347,13.1231492,2.7560918
Richmond, NY,2017,108,10,43,40.6366,-74.1194,475948,39.9,76244,33922,60735,12.7608478,2.6145713
Genesee, MI,2017,107,39,60,43.1165,-83.6944,410881,40.1,45231,25180,81280,19.7818833,4.9143183
Vanderburgh, IN,2017,107,17,46,37.9564,-87.5399,181831,37.9,44815,26917,31506,17.3270784,2.5919673
Kent, MI,2017,105,15,64,42.9212,-85.6859,636376,35,57302,29433,83789,13.166587,2.8855582
Delaware, PA,2017,104,30,74,39.9246,-75.3109,563384,39,69839,36747,56639,10.0533561,3.5474916
San Francisco, CA,2017,104,46,56,37.7798,-122.415,864263,38.3,96265,59508,99096,11.4659542,3.367262
Wayne, NC,2017,104,15,25,35.3837,-77.9681,124496,37.3,41766,23163,25635,20.591023,4.4499422
Bell, TX,2017,103,33,47,31.114,-97.738,336506,30.6,52583,25017,46671,13.8692921,3.6308416
Lancaster, PA,2017,103,19,29,40.0313,-76.3326,536494,38.5,61492,29280,54244,10.1108307,2.4460665
Madison, AL,2017,103,34,74,34.7687,-86.6329,353213,38.2,61318,34232,46925,13.2851849,3.3469889
Brevard, FL,2017,101,24,45,28.0715,-80.6128,568183,47.1,51536,29405,75104,13.2182765,3.4782808
Prince George's, MD,2017,99,71,43,38.7835,-76.9382,905161,36.5,78607,34391,82328,9.0953985,4.1482123
Spartanburg, SC,2017,99,19,49,34.9131,-82.0126,297732,38.3,47575,24786,45020,15.1209813,3.0208375
St. Lucie, FL,2017,99,9,30,27.4566,-80.3427,298763,44.6,47132,24940,49214,16.4725886,3.3424487
Wake, NC,2017,99,23,72,35.8722,-78.6367,1023811,35.8,73577,37315,101256,9.8901067,2.707531
Monterey, CA,2017,97,32,36,36.6737,-121.675,433168,33.9,63249,27168,60933,14.0668286,2.7049551
Pima, AZ,2017,97,51,47,32.2303,-110.976,1007257,38.2,48676,27323,179569,17.8275256,3.9715783
Black Hawk, IA,2017,96,7,33,42.4992,-92.331,132960,34.9,50916,27669,20292,15.2617329,2.8880866
Kanawha, WV,2017,96,15,43,38.3668,-81.6501,187827,43.1,46859,28201,30401,16.1856389,3.0517444
Pierce, WA,2017,94,27,36,47.2465,-122.501,845193,36,63881,31157,101328,11.988741,3.3613624
Clarke, GA,2017,93,7,13,33.9773,-83.3641,123554,27.3,34557,21203,38618,31.255969,3.837998
York, PA,2017,93,25,42,39.8508,-76.6898,442216,41,61707,30178,44343,10.0274526,2.8565226
Pinellas, FL,2017,92,33,44,27.7642,-82.6724,949842,47.6,48968,32120,127948,13.4704509,3.1599992
Ventura, CA,2017,92,16,34,34.2876,-118.755,847834,37.5,81972,35771,85816,10.1217927,3.3912299
Pueblo, CO,2017,91,10,18,38.2664,-104.63,163368,38.8,42386,23110,31467,19.2614221,4.1287155
St. Joseph, IN,2017,91,21,54,41.686,-86.2637,268613,36.5,48121,25893,44003,16.3815601,3.2139174
Sangamon, IL,2017,90,11,33,39.7784,-89.6322,198134,40.1,58687,33277,30348,15.3169067,3.5440661
Atlantic, NJ,2017,89,17,32,39.3643,-74.4143,272926,41.1,57514,29941,40750,14.9307871,5.7268271
Cumberland, NC,2017,89,33,50,35.0767,-78.9346,332766,31,44737,23627,57582,17.3040515,4.152768
Lake, FL,2017,89,16,35,28.3897,-81.6881,326215,46.6,49734,25991,41353,12.676609,3.1160431
Hampton, VA,2017,88,17,71,37.046,-76.3512,136255,35.8,52021,27053,19633,14.4090125,3.858207
Pitt, NC,2017,88,4,35,35.5788,-77.3561,176484,32,43526,25462,41319,23.4123207,5.2163369
Spokane, WA,2017,88,16,29,47.6483,-117.595,490764,37.4,52159,28325,72371,14.7465992,3.0144835
Leon, FL,2017,87,18,46,30.4189,-84.2771,285890,30.5,49941,28548,56180,19.6509147,4.858512
New York, NY,2017,86,15,73,40.8205,-73.9363,1653877,37.1,79781,69529,277483,16.7777289,3.6139931
Middlesex, MA,2017,85,6,17,42.4051,-71.0647,1582857,38.5,92878,47616,125491,7.9281325,2.7416248
St. Clair, IL,2017,85,34,31,38.6037,-90.1536,264433,38,51103,28643,44376,16.7815666,3.7741129
Greene, MO,2017,84,17,39,37.1807,-93.2269,286759,35.7,43175,25529,50765,17.7030189,2.5163988
Richmond, GA,2017,82,29,47,33.375,-82.0389,201568,33.7,39430,21464,46692,23.1643912,5.141193
Stark, OH,2017,82,26,26,40.908,-81.0962,374273,41.8,50117,27401,50921,13.6053095,3.4079402
Alachua, FL,2017,81,10,27,29.7976,-82.4872,259865,31.2,45478,26431,57060,21.9575549,3.3020992
Beaufort, SC,2017,81,5,21,32.2373,-80.8697,179316,44,60603,34966,20786,11.5918267,2.7811238
Mesa, CO,2017,80,5,4,39.0748,-108.491,148798,38.9,51971,27612,23238,15.6171454,4.0074463
Craighead, AR,2017,79,8,23,35.8358,-90.7068,104246,34,45672,25594,18298,17.5527119,2.9737352
Scott, IA,2017,78,13,22,41.5369,-90.595,171493,38.1,57681,30798,20615,12.0208988,2.1306992
Snohomish, WA,2017,78,11,28,47.995,-122.204,771904,37.8,78020,35737,67118,8.6951227,2.8810577
Will, IL,2017,78,27,20,41.5948,-88.2017,687727,37.3,80782,33731,50149,7.2919923,3.1932729
Yakima, WA,2017,78,22,46,46.5045,-120.468,248279,32.7,47470,21510,46428,18.6999303,3.3885266
Kankakee, IL,2017,77,8,28,41.1221,-87.8657,110801,37.7,56542,26150,16059,14.4935515,3.6353463
Luzerne, PA,2017,77,11,26,41.2957,-76.0014,318222,43,49290,26809,46537,14.6240675,3.503529
Calhoun, MI,2017,76,3,22,42.3259,-85.1931,134327,39.9,46213,24859,22630,16.8469481,3.4840352
Knox, TN,2017,76,29,53,35.9142,-84.1868,452286,37.3,52458,30541,69448,15.3548861,2.8663279
Macon, IL,2017,75,10,44,39.8403,-88.9548,107587,41,49052,28280,17246,16.0298177,4.512627
Butler, OH,2017,74,23,27,39.3714,-84.3633,375702,36.4,62188,29745,47018,12.5147058,2.7668205
Harrison, MS,2017,74,16,32,30.4154,-89.0698,200491,35.9,44684,23127,39854,19.878199,4.3777526
Kent, DE,2017,74,8,29,39.1582,-75.5244,173145,37.3,57647,27420,21743,12.5576829,3.212914
Suffolk, NY,2017,74,9,39,40.6886,-73.4262,1497595,41,92838,40277,105522,7.0460972,2.862189
Washoe, NV,2017,73,26,40,39.5274,-119.817,445551,38,58595,31879,58642,13.1616807,3.5834282
Butte, CA,2017,72,9,25,39.5003,-121.551,225207,36.9,46516,26304,44977,19.9714041,4.1424112
New Hanover, NC,2017,72,18,33,34.2273,-77.9383,219866,38.7,51457,31708,38374,17.453358,3.6676885
Trumbull, OH,2017,72,17,38,41.2466,-80.8251,203341,44,45380,25542,34254,16.8455943,2.7298971
Lafayette, LA,2017,71,26,33,30.2095,-92.0071,238230,34.5,53950,30656,38761,16.2704109,2.6999118
Madison, TN,2017,71,9,27,35.612,-88.8171,97887,37.9,44496,24600,19100,19.5122948,2.8849592
Stanislaus, CA,2017,71,24,29,37.5839,-120.948,535684,33.9,54260,24007,91210,17.0268293,5.4584419
Darlington, SC,2017,70,11,30,34.3696,-80.0719,67572,41.2,36217,21225,14997,22.1941041,5.9462499
Lehigh, PA,2017,70,19,43,40.6135,-75.47,360774,39.4,60116,30988,46596,12.9155649,3.6726593
Orangeburg, SC,2017,70,12,37,33.5039,-80.8428,89116,39.5,34943,19489,20069,22.5200862,4.1889223
York, SC,2017,70,11,19,35.0081,-80.9457,251664,38.3,59394,30387,30418,12.0867506,3.4184468
Okaloosa, FL,2017,69,5,28,30.7068,-86.5821,197591,36.7,59955,30775,21997,11.1325921,2.8159177
Nassau, NY,2017,68,5,21,40.6611,-73.5959,1363069,41.5,105744,46839,78657,5.7705809,2.5983277
Portsmouth, VA,2017,68,11,53,36.8681,-76.3993,95536,35.2,48727,24291,16302,17.0637247,4.6956121
Adams, CO,2017,67,32,29,39.8266,-105.053,487850,33.4,64087,27487,59050,12.1041304,2.7385467
Lauderdale, MS,2017,67,15,43,32.3563,-88.7308,78221,37.7,41340,23339,16102,20.5852648,3.1884021
Roanoke, VA,2017,67,13,36,37.3057,-79.9493,99572,38.4,41483,24697,21046,21.1364641,3.3362793
Alamance, NC,2017,65,5,26,36.1185,-79.4501,157844,39.7,44281,25157,26996,17.1029624,2.9788906
Tehama, CA,2017,65,9,13,39.9169,-122.188,63247,41.1,42512,22631,13009,20.5685645,4.2563284
Lubbock, TX,2017,64,13,40,33.6018,-101.814,298042,30.7,49078,26196,53614,17.9887398,2.4553586
Sarasota, FL,2017,63,13,26,27.3589,-82.5406,404839,55.1,55236,37054,41926,10.3562157,2.3937911
Champaign, IL,2017,62,6,23,40.3131,-88.1605,207946,29.7,49586,28463,41088,19.7589759,2.7324402
Cobb, GA,2017,62,31,22,34.1319,-84.6786,739072,36.4,72004,36587,79127,10.7062641,3.2727529
Erie, PA,2017,62,13,29,42.1234,-80.0918,277794,39,48192,26361,44492,16.0161847,3.1778944
Tulare, CA,2017,62,22,22,36.0581,-119.051,458809,30.6,44871,18962,122724,26.7483855,4.2294288
Aiken, SC,2017,61,10,32,33.5636,-81.7084,165707,41,47713,26222,27183,16.4042557,4.2369966
Burlington, NJ,2017,61,6,21,40.1043,-74.8296,449192,41.4,82839,39528,28066,6.2481077,3.715783
Florence, SC,2017,61,18,36,34.2056,-79.7604,138537,38.8,43310,23797,26444,19.0880415,4.5056555
Bay, FL,2017,60,9,19,30.1558,-85.7551,180117,39.6,50283,26742,27248,15.1279446,3.0424668
Escambia, FL,2017,60,18,27,30.426,-87.2229,309924,37,47361,25666,42457,13.699165,3.3682451
Fairbanks North Star, AK,2017,60,10,11,64.8383,-147.72,100031,31,76250,35328,7340,7.3377253,4.0457458
Saginaw, MI,2017,60,18,38,43.4353,-83.9549,193803,40.8,45034,25348,33103,17.0807469,3.7956069
Solano, CA,2017,60,20,29,38.0849,-122.225,434981,37.7,72950,31934,48623,11.1781894,4.1992639
Manatee, FL,2017,59,17,29,27.4398,-82.5522,363542,47.6,53408,30477,48234,13.267793,2.932536
Oakland, MI,2017,59,8,36,42.7929,-83.6112,1241860,41,73369,40941,111071,8.9439228,2.8643325
Virginia Beach, VA,2017,59,14,51,36.8017,-76.0865,450057,35.6,70500,34607,35276,7.8381183,2.7216553
Indian River, FL,2017,58,6,21,27.629,-80.3971,147981,52.2,49009,33122,18617,12.5806691,3.3679999
Jasper, MO,2017,58,14,15,37.0954,-94.5024,118522,35.9,45328,23390,20083,16.9445335,2.7522317
Merced, CA,2017,58,13,14,37.3458,-120.614,267390,30.8,46338,20120,60861,22.7611354,6.346161
Nueces, TX,2017,58,14,27,27.7163,-97.4141,358484,35.1,53317,26780,58409,16.2933353,2.9128218
Cabell, WV,2017,57,11,33,38.4167,-82.4243,96100,38.3,37816,24646,21376,22.2434964,2.3975026
Rowan, NC,2017,57,12,30,35.6862,-80.5813,138940,40.1,46978,23838,22633,16.2897654,4.3407226
Tuscaloosa, AL,2017,57,17,39,33.164,-87.5075,204424,32.3,50513,24895,33597,16.4349587,3.2139083
Eddy, NM,2017,56,8,8,32.3816,-104.226,56793,35.9,60703,28419,8164,14.375011,2.4562886
Linn, IA,2017,56,6,27,41.9805,-91.6497,220008,37.4,62702,32786,20280,9.2178466,2.1031053
Anne Arundel, MD,2017,55,13,17,38.9797,-76.4986,564600,38.5,94502,43258,33246,5.8884166,2.814559
Cumberland, NJ,2017,55,14,28,39.379,-75.0278,154952,36.8,50000,23012,26781,17.2834168,3.9947855
Madison, IL,2017,55,7,15,38.8987,-90.1675,266153,40,56536,30278,35099,13.1875275,3.7624975
Anderson, SC,2017,54,11,29,34.3135,-82.5854,194174,40.5,45551,24485,29776,15.3346998,3.1832274
Northampton, PA,2017,54,12,18,40.6686,-75.2135,300941,42,65390,32608,26583,8.8332929,2.9995913
Wyandotte, KS,2017,54,37,29,39.1376,-94.6387,163227,33.7,42783,20192,34641,21.2225919,4.0710177
Clark, WA,2017,53,13,17,45.6565,-122.508,457474,38,67832,32162,46542,10.1736929,3.1101221
Ingham, MI,2017,53,12,39,42.6723,-84.603,286185,31.7,49109,27399,56038,19.5810402,4.2430596
Lorain, OH,2017,53,8,30,41.4486,-82.1718,305405,41.5,54987,28555,40477,13.2535486,3.4799692
Ouachita, LA,2017,53,18,23,32.5105,-92.0437,156433,35.1,40081,22538,36450,23.3007102,3.0696848
Racine, WI,2017,53,6,16,42.7425,-87.7839,195101,40.1,58334,29582,22623,11.5955326,2.9666685
Albany, NY,2017,52,5,26,42.7698,-73.7011,308580,37.8,62293,35278,36325,11.7716638,2.873485
Rutherford, TN,2017,52,8,26,35.9947,-86.4799,298456,33.1,62149,27932,34716,11.6318653,2.7632214
St. Landry, LA,2017,52,7,19,30.5278,-92.0891,83580,36.2,32163,19205,22942,27.4491505,2.1452501
Lane, OR,2017,51,9,10,43.7955,-123.062,363471,39.4,47710,27032,66941,18.4171502,3.8022291
Gregg, TX,2017,50,13,18,32.4741,-94.7226,123402,35.4,47970,25144,21028,17.0402425,2.2463169
Polk, FL,2017,50,16,18,28.0601,-81.9941,652256,40.4,45988,22579,110557,16.9499399,3.3647832
El Paso, TX,2017,49,11,22,31.9103,-106.436,834825,31.9,43244,19950,177980,21.3194382,3.0699847
Lake, IL,2017,49,15,23,42.4556,-87.8341,704476,38,82613,42388,58251,8.268699,3.2981961
Washtenaw, MI,2017,49,9,19,42.276,-83.7442,361509,33.4,65618,37455,49602,13.7208202,2.898683
Floyd, GA,2017,48,4,9,34.187,-85.177,96471,38.3,46096,23929,16774,17.3876087,3.5046802
Robeson, NC,2017,48,19,30,34.6055,-79.0258,134187,35.9,32407,17161,38182,28.4543212,3.8043924
Dougherty, GA,2017,47,18,26,31.5455,-84.172,91522,35,34541,20292,26759,29.2377789,7.0595048
Forrest, MS,2017,47,7,28,31.3165,-89.3035,75835,32,39555,20783,18998,25.0517571,5.7335004
Gwinnett, GA,2017,47,19,26,33.9503,-84.1081,889954,34.9,64496,27945,107267,12.0530949,3.0612818
Lee, MS,2017,47,10,23,34.2034,-88.7214,84840,37,45985,23968,14466,17.0509194,3.0127298
Union, NJ,2017,47,10,24,40.669,-74.2166,557320,38.3,73376,38163,56826,10.1962966,3.9768894
Lenoir, NC,2017,46,9,26,35.2627,-77.5816,57934,41.9,37515,21594,12632,21.8041219,5.3888908
Lowndes, GA,2017,46,7,26,30.7548,-83.2718,113941,30.1,39911,21199,27410,24.0563098,4.1135324
Olmsted, MN,2017,46,0,7,44.0553,-92.4971,151685,37.1,72337,37956,13530,8.9198009,2.3739987
Sonoma, CA,2017,46,8,11,38.4035,-122.762,500943,41.4,71769,37767,52707,10.5215563,3.1340891
Jefferson, AR,2017,45,25,18,34.2288,-91.9665,71373,39,37630,20371,16140,22.6135934,4.1794516
Jefferson, TX,2017,45,12,23,30.1399,-94.1571,254574,36,46315,25370,46222,18.1566067,2.8581081
Lexington, SC,2017,45,15,21,33.9468,-81.1244,281870,38.9,57482,29311,35665,12.6529961,3.0726931
Westchester, NY,2017,45,11,16,40.9136,-73.8382,975321,40.6,89968,52049,89829,9.2101985,3.3939595
Jackson, OR,2017,44,7,6,42.3173,-122.868,212070,43,48688,27081,35120,16.5605696,3.5422266
Kalamazoo, MI,2017,44,9,14,42.3027,-85.5447,259830,34.1,51945,29258,41981,16.1571027,3.487665
Niagara, NY,2017,44,3,16,43.1077,-79.0362,212675,43,51656,28395,28070,13.1985424,3.146115
Natrona, WY,2017,43,2,3,42.8306,-106.293,81023,36.3,59400,31900,7849,9.6873727,2.7510707
Potter, TX,2017,42,8,16,35.1912,-101.795,121230,33.6,41852,21941,24720,20.3909923,1.9277407
Taylor, TX,2017,42,7,8,32.462,-99.7558,135371,32.2,49161,25419,20783,15.3526235,2.154819
Yellowstone, MT,2017,42,7,10,45.8039,-108.478,156332,38.3,57955,32296,15432,9.8712995,1.88637
Camden, NJ,2017,41,24,13,39.8881,-75.1054,510996,38.5,65037,32931,65858,12.8881635,4.1395627
Clark, OH,2017,41,10,23,39.9102,-83.8015,135520,41.2,46275,25270,21956,16.2012987,3.7145809
Davidson, NC,2017,41,7,19,35.7965,-80.3151,164118,42.1,45806,24231,25534,15.5583178,3.9965147
Nash, NC,2017,41,21,11,35.9165,-77.8079,94125,41.4,46187,25232,14656,15.5707835,3.8863214
Santa Cruz, CA,2017,41,5,10,36.9667,-122.029,273263,37.3,73663,36388,38605,14.1274157,3.5394473
Stephenson, IL,2017,41,1,7,42.2914,-89.6212,45839,44.7,46427,25792,7254,15.8249526,4.0554986
Sussex, DE,2017,41,6,15,38.6966,-75.6156,215551,48.3,57901,31874,25479,11.8204045,2.8364517
Vermilion, IL,2017,41,10,19,40.1267,-87.6314,79207,40.2,44930,23416,15043,18.9920083,3.6385673
Cambria, PA,2017,40,11,8,40.2928,-78.9135,135871,45,44943,24838,20115,14.8044837,3.40838
Muskegon, MI,2017,40,8,21,43.2778,-86.2085,172707,39.1,46077,22829,30727,17.7914039,4.156751
Petersburg, VA,2017,40,9,33,37.246,-77.4249,32037,38.3,33939,21992,8646,26.9875457,5.7839373
Arapahoe, CO,2017,39,12,12,39.5992,-105.114,626612,36.4,69553,36951,61463,9.8087812,2.8762615
Oneida, NY,2017,39,3,18,43.0935,-75.2097,232324,41,51316,27283,36487,15.705222,2.8245037
Rapides, LA,2017,39,11,14,31.3224,-92.4341,132080,37.3,42655,23486,25112,19.0127196,3.3880981
Calcasieu, LA,2017,38,12,25,30.1952,-93.18,198753,36.1,48219,26569,32789,16.497361,3.2331587
Christian, KY,2017,38,5,4,36.8621,-87.495,72438,28.4,41849,21393,12986,17.9270549,2.9114553
Jackson, MI,2017,38,6,18,42.2354,-84.4145,158989,41,49715,25952,22614,14.2236255,3.5027581
Johnson, KS,2017,38,8,15,38.9536,-94.7336,578797,37.3,81121,43061,32267,5.5748388,1.9644193
Seminole, FL,2017,38,9,22,28.794,-81.2805,449260,39.1,60739,31363,52509,11.6878867,3.5026488
Weld, CO,2017,38,6,11,40.4141,-104.752,285729,34.2,66489,29226,31353,10.9729849,2.7361591
Berkshire, MA,2017,37,3,9,42.4533,-73.2494,127751,46.5,55190,33245,13778,10.7850428,3.6798146
Buncombe, NC,2017,37,5,19,35.5821,-82.6193,252268,41.9,48464,29590,32591,12.919197,2.429559
Montgomery, TN,2017,37,16,12,36.6333,-87.291,192120,30.5,53737,24827,26641,13.866854,3.2568187
Prince William, VA,2017,37,3,17,38.6582,-77.2497,450763,34.7,101059,38225,30938,6.8634737,2.7213857
Tippecanoe, IN,2017,37,5,9,40.4139,-86.8905,186081,28.1,50486,25481,35575,19.1180185,2.7090353
Buchanan, MO,2017,36,7,10,39.7682,-94.8426,89425,37.1,48652,24271,14698,16.4361197,2.8493151
Calhoun, AL,2017,36,27,14,33.7327,-85.8363,115527,39.1,43686,23638,20940,18.125633,4.5954625
Cole, MO,2017,36,4,5,38.529,-92.1565,76749,38.2,54216,27559,9027,11.7617168,2.2019831
Cumberland, PA,2017,36,2,4,40.2058,-77.1881,245801,40.5,65544,34246,18112,7.3685624,2.1997469
Dorchester, SC,2017,36,15,19,33.0302,-80.1878,151716,36.2,58685,27317,17600,11.6006222,3.0596641
Tangipahoa, LA,2017,36,8,9,30.5321,-90.5166,128850,34.9,45901,23520,27355,21.2301125,4.2072177
Westmoreland, PA,2017,36,7,19,40.5709,-79.7688,356835,46.6,56702,31827,36111,10.1198033,2.5017165
Dallas, AL,2017,35,12,31,32.4138,-87.0222,40755,39.3,30065,18248,12795,31.3949209,5.6483867
Flagler, FL,2017,35,9,7,29.4366,-81.2289,105015,50.3,51049,25741,13839,13.1781174,2.5891539
Macomb, MI,2017,35,9,13,42.4564,-83.029,864019,41,58175,29740,101096,11.7006686,3.3632362
New London, CT,2017,35,3,3,41.3569,-72.1075,270772,41,69411,36881,25689,9.4873177,3.6953599
Pasco, FL,2017,35,5,16,28.3774,-82.197,498136,44.5,48289,26624,66457,13.3411358,3.0712496
St. Louis, MN,2017,35,3,16,47.5231,-92.5387,200294,41,50936,29197,29574,14.765295,2.6136579
Ada, ID,2017,34,4,10,43.566,-116.224,435117,36.4,60151,31642,50474,11.6000984,2.2161855
Chautauqua, NY,2017,34,3,6,42.097,-79.2354,130846,42.3,44304,23962,23101,17.655106,3.5881876
Danville, VA,2017,34,10,19,36.5834,-79.3916,41911,40.6,34951,21882,8629,20.5888669,4.4856959
Doña Ana, NM,2017,34,7,15,32.0639,-106.619,213849,32.9,39114,21050,58114,27.1752498,4.2670295
DuPage, IL,2017,34,10,9,41.9417,-88.0783,931826,39.1,84442,42050,62247,6.6801098,2.8561126
Lowndes, MS,2017,34,6,14,33.499,-88.3736,59558,36.6,43198,23141,12243,20.5564324,5.191578
Matanuska-Susitna, AK,2017,34,7,2,61.5812,-149.451,101135,34.9,74887,30409,9759,9.6494784,4.5938597
Adams, MS,2017,33,5,18,31.5944,-91.361,31583,40.3,30359,17721,9950,31.5042903,3.9673242
Elkhart, IN,2017,33,8,20,41.6526,-85.8377,202924,35.4,52449,23817,27452,13.5282175,2.7719737
Hernando, FL,2017,33,10,6,28.5374,-82.4523,179144,48.9,44324,23495,25322,14.1349975,3.4664851
Hidalgo, TX,2017,33,19,13,26.2197,-98.3339,839539,28.9,37097,15883,263891,31.4328459,3.2834687
Marion, OR,2017,33,15,9,45.0049,-122.991,330453,36.2,53828,24791,51053,15.4493983,3.2249669
Smith, TX,2017,33,9,13,32.303,-95.3006,222277,36.6,50742,26270,35438,15.94317,3.0605956
Clayton, GA,2017,32,19,26,33.5101,-84.3882,274150,32.4,44106,19498,58701,21.4120007,5.1522889
Dutchess, NY,2017,32,1,9,41.605,-73.9226,295685,41.8,75585,36704,25353,8.5743274,3.4925681
Jackson, MS,2017,32,6,19,30.4138,-88.6533,141314,38.3,50274,24665,21344,15.1039529,3.8594902
McLean, IL,2017,32,2,9,40.4484,-88.9899,173231,32.7,64573,32943,24110,13.9178323,2.1376082
Chaves, NM,2017,31,4,7,33.3887,-104.559,65454,35.3,42177,21177,13488,20.6068384,2.7469673
